OrderDetailID,SaleID,ProductID,Quantity,UnitPrice,Discount,LineTotal
511,173,296,3,9462.37,217.74,28169.37
512,174,92,2,6413.17,38.43,12787.91
513,174,45,5,3161.73,61.15,15747.5
514,175,270,2,4801.4,153.1,9449.7
515,176,236,2,889.34,333.46,1445.22
516,176,216,5,7667.03,282.08,38053.07
517,176,116,1,9572.52,18.75,9553.77
518,177,119,2,2874.53,321.36,5427.7
519,178,6,3,696.83,331.12,1759.37
520,178,126,5,2103.89,68.18,10451.27
521,178,121,2,5586.44,43.02,11129.86
522,178,55,3,7230.02,38.66,21651.4
523,179,220,3,6909.75,459.57,20269.68
524,179,180,1,6229.37,177.33,6052.04
525,179,233,1,319.83,197.61,122.22
526,179,150,3,3507.52,289.39,10233.17
527,180,207,4,3301.87,376.56,12830.92
528,180,8,1,6103.64,182.07,5921.57
529,180,177,3,4257.81,109.48,12663.95
530,181,73,2,8977.57,255.76,17699.38
531,181,278,1,4729.43,371.61,4357.82
532,181,300,1,4385.81,400.6,3985.21
533,181,44,3,8489.47,449.65,25018.76
534,182,23,2,3196.67,347.14,6046.2
535,182,26,2,9145.16,329.35,17960.97
536,182,200,1,8723.58,85.2,8638.38
537,182,201,2,5724.97,274.6,11175.34
538,183,214,1,4715.56,115.44,4600.12
539,183,203,2,2740.7,95.81,5385.59
540,184,282,2,5829.79,324.45,11335.13
541,184,206,4,1079.87,103.28,4216.2
542,185,299,3,773.3,453.12,1866.78
543,186,40,3,1778.65,309.27,5026.68
544,186,268,2,9534.83,111.18,18958.48
545,187,177,2,3151.76,171.31,6132.21
546,187,66,2,566.59,438.3,694.88
547,188,140,5,9404.37,30.74,46991.11
548,188,240,3,5049.81,407.4,14742.03
549,188,183,5,4308.59,365.14,21177.81
550,188,293,3,6256.75,184.2,18586.05
551,188,263,5,2129.27,307.98,10338.37
552,189,224,4,1568.81,155.89,6119.35
553,190,179,1,5860.73,290.88,5569.85
554,190,65,1,9125.24,126.61,8998.63
555,190,80,5,6695.06,273.68,33201.62
556,191,82,5,6093.85,311.25,30158.0
557,191,59,3,8905.08,114.73,26600.51
558,191,51,2,1698.09,112.61,3283.57
559,191,210,5,9966.34,406.93,49424.77
560,192,284,1,6602.05,67.1,6534.95
561,192,198,4,3167.08,172.2,12496.12
562,192,127,4,1257.27,131.56,4897.52
563,192,252,5,1661.15,63.93,8241.82
564,193,160,3,6864.69,138.03,20456.04
565,193,142,4,2901.91,283.83,11323.81
566,193,184,5,4799.54,332.95,23664.75
567,194,106,3,7446.53,200.58,22139.01
568,194,276,5,5478.1,354.93,27035.57
569,194,165,1,1585.74,203.43,1382.31
570,194,10,3,7222.78,472.49,21195.85
571,195,17,3,3075.65,433.03,8793.92
572,195,214,2,2706.94,215.37,5198.51
573,195,247,1,2493.68,494.83,1998.85
574,195,64,1,4327.13,32.04,4295.09
575,195,20,3,8484.29,454.9,24997.97
576,196,284,5,2523.29,360.25,12256.2
577,196,81,5,3066.52,1.43,15331.17
578,197,79,2,5715.63,75.53,11355.73
579,197,291,3,8228.22,337.34,24347.32
580,198,40,3,6366.42,125.32,18973.94
581,198,218,3,1456.1,451.84,3916.46
582,198,269,2,1643.45,494.31,2792.59
583,198,231,4,7712.1,167.98,30680.42
584,198,268,2,988.96,487.49,1490.43
585,199,91,1,9666.97,252.5,9414.47
586,200,62,2,3288.22,297.53,6278.91
587,200,139,4,5457.91,388.11,21443.53
588,200,277,5,5009.94,275.28,24774.42
589,200,82,3,3220.95,197.88,9464.97
590,201,67,3,8608.54,104.12,25721.5
591,202,64,3,9968.51,330.99,29574.54
592,202,214,3,5505.5,92.63,16423.87
593,202,163,2,4137.4,492.67,7782.13
594,203,8,4,9547.14,13.47,38175.09
595,203,7,4,9612.26,386.79,38062.25
596,203,284,4,3956.64,322.16,15504.4
597,204,146,3,8364.84,44.95,25049.57
598,204,159,4,8736.99,474.63,34473.33
599,204,121,1,5417.15,347.29,5069.86
600,205,11,2,6270.95,41.4,12500.5
601,205,171,5,5985.02,363.7,29561.4
602,206,10,4,4057.45,484.7,15745.1
603,206,3,3,3026.37,51.57,9027.54
604,206,183,5,5594.07,111.57,27858.78
605,206,275,1,9529.08,225.53,9303.55
606,206,85,3,3646.9,46.53,10894.17
607,207,138,4,7685.43,232.13,30509.59
608,207,282,3,4868.74,380.32,14225.9
609,207,135,3,9472.44,246.59,28170.73
610,207,274,1,7168.12,492.48,6675.64
611,207,268,1,963.49,139.02,824.47
612,208,146,2,2325.39,445.23,4205.55
613,209,135,5,2945.31,470.26,14256.29
614,209,268,3,3222.55,111.98,9555.67
615,209,94,2,6481.38,22.84,12939.92
616,210,283,1,7050.68,431.44,6619.24
617,211,173,2,6149.6,50.04,12249.16
618,211,204,5,9581.37,35.54,47871.31
619,211,75,1,7986.85,456.27,7530.58
620,211,60,4,9064.09,388.58,35867.78
621,211,46,3,707.58,82.01,2040.73
622,212,154,1,2134.54,76.94,2057.6
623,212,185,5,4241.47,128.11,21079.24
624,212,187,1,3957.97,465.66,3492.31
625,213,59,3,4338.36,45.9,12969.18
626,213,199,1,8532.13,91.95,8440.18
627,213,222,3,6935.23,474.68,20331.01
628,213,19,1,8171.37,273.18,7898.19
629,213,240,4,9009.53,300.53,35737.59
630,214,242,4,2630.9,451.12,10072.48
631,214,288,1,2323.85,151.12,2172.73
632,215,245,5,7996.53,398.61,39584.04
633,216,60,5,6117.35,253.84,30332.91
634,217,253,5,3323.04,499.33,16115.87
635,217,123,4,2151.15,194.0,8410.6
636,217,274,3,3596.46,434.13,10355.25
